Rotterdam Alexander,RTA,51.95194626,4.553611279,Netherlands
Rotterdam Blaak,RTB,51.92027664,4.488888741,Netherlands
Rotterdam Centraal,RTD,51.92499924,4.46888876,Netherlands
Rotterdam Lombardijen,RLB,51.88000107,4.53138876,Netherlands
Rotterdam Noord,RTN,51.9422226,4.481666565,Netherlands
Rotterdam Stadion,RTST,51.89389038,4.519721985,Netherlands
Rotterdam Zuid,RTZ,51.90444565,4.510277748,Netherlands
Ruisbroek-Sauvegarde,FSV,51.08115,4.32551,Belgium
Ruurlo,RL,52.0810888,6.4492656,Netherlands
Rzepin,RZEPIN,52.35022,14.81507,Poland
Saalfelden,SAALF,47.42684,12.82942,Austria
Santpoort Noord,SPTN,52.43388748,4.632500172,Netherlands
Santpoort Zuid,SPTZ,52.41972351,4.631388664,Netherlands
Sappemeer Oost,SPM,53.1589183,6.7955648,Netherlands
Sassenheim,SSH,52.215278,4.517222,Netherlands
Sauwerd,SWD,53.29113,6.5404,Netherlands
Schagen,SGN,52.7844429,4.805277824,Netherlands
Scheemda,SDA,53.1655362,6.9777775,Netherlands
Schelle,SCHLL,51.12555,4.34023,Belgium
Schiedam Centrum,SDM,51.92124381,4.408993721,Netherlands
Schiedam Nieuwland,NWL,51.92222214,4.382222176,Netherlands
Schin op Geul,SOG,50.85638809,5.872222424,Netherlands
Schinnen,SN,50.93916702,5.874444485,Netherlands
Schiphol,SHL,52.30944443,4.761944294,Netherlands
Schwarzach-St. Veit,SCHWAR,47.31853,13.15446,Austria
Schwelm,KSWE,51.290526,7.289681,Germany
Schwerte (Ruhr),ESRT,51.442281,7.55896,Germany
Selm,ESEM,51.707885,7.453396,Germany
Selm-Beifang,ESEB,51.692947,7.454829,Germany
Siegburg/Bonn,KSB,50.7939411,7.2030017,Germany
Simpelveld,SPV,50.83147507,5.979738235,Netherlands
Sinaai,LSW,51.143333,4.068889,Belgium
Sint-Katelijne-Waver,FWA,51.07,4.496111,Belgium
Sint-Niklaas,FSN,51.171944,4.144167,Belgium
Sittard,STD,51.00166702,5.858611107,Netherlands
Sliedrecht,SDT,51.82972336,4.778333187,Netherlands
Sliedrecht Baanhoek,SDTB,51.829722,4.743333,Netherlands
Sneek,SK,53.0328688,5.6523969,Netherlands
Sneek Noord,SKND,53.0409319,5.6631808,Netherlands
Soest,ST,52.17333221,5.309999943,Netherlands
Soest Zuid,STZ,52.16527939,5.303055763,Netherlands
Soestdijk,SD,52.18361282,5.300000191,Netherlands
Spaubeek,SBK,50.9430542,5.851666451,Netherlands
Spekholzerheide,SPH,50.85355,6.02578,Netherlands
St-Mariaburg,MARIA,51.29126,4.43495,Belgium
St. Johann im Pongau,STJOHP,47.34811,13.19486,Austria
St. Johann in Tirol,STJOH,47.51962,12.43079,Austria
Stavoren,STV,52.8865535,5.3600212,Netherlands
Stedum,STM,53.3262092,6.6875551,Netherlands
Steenwijk,SWK,52.79151099,6.114555763,Netherlands
Steinfurt-Borghorst,EBGO,52.118791,7.397581,Germany
Steinfurt-Burgsteinfurt,EBFT,52.147384,7.32934,Germany
Steinfurt-Grottenkamp,EGRK,52.123439,7.376031,Germany
Stendal,LS,52.594723,11.854412,Germany
Stolberg Altstadt,STOLA,50.763938,6.230287,Germany
Stolberg GBF,STOLGB,50.794494 ,6.217469 ,
Stolberg Hbf,STOLB,50.794917,6.218432,Germany
Stolberg Mühlener Bahnhof,STOLMB,50.773589,6.223898,Germany
Stolberg Rathaus,STOLR,50.768774,6.229604,Germany
Stolberg Schneidemuhle,STOLSM,50.784904,6.219012,Germany
Stuttgart Hbf,TS,48.784084,9.181635,Germany
Susteren,SRN,51.06138992,5.863055706,Netherlands
Swalmen,SM,51.23582,6.03228,Netherlands
Tantow,WTA,53.26928,14.34793,Germany
Tegelen,TG,51.33894,6.14253,Netherlands
Terborg,TBG,51.9224549,6.3642466,Netherlands
Tiel,TL,51.88944626,5.422222137,Netherlands
Tiel Passewaaij,TPSW,51.87388992,5.392222404,Netherlands
Tilburg,TB,51.5605545,5.083611012,Netherlands
Tilburg Reeshof,TBR,51.57361221,4.99444437,Netherlands
Tilburg Universiteit,TBU,51.56499863,5.051111221,Netherlands
Tongeren,FTG,50.784167,5.473056,Belgium
Twello,TWL,52.23777771,6.098610878,Netherlands
Uitgeest,UTG,52.52166748,4.701666832,Netherlands
Uithuizen,UHZ,53.4099568,6.6748869,Netherlands
Uithuizermeeden,UHM,53.4145845,6.7202975,Netherlands
Ulm Hbf,TU,48.399015,9.982165,Germany
Unna,EUN,51.5385828,7.6953056,Germany
Usquert,UST,53.4014742,6.6093776,Netherlands
Usti nad Labem,USTI,50.65956,14.04473,Czech Republic
Utrecht Centraal,UT,52.08889008,5.110277653,Netherlands
Utrecht Leidsche Rijn,UTLR,52.09896,5.06523,Netherlands
Utrecht Lunetten,UTL,52.06555557,5.14416647,Netherlands
Utrecht Maliebaan,UTM,52.08777618,5.131388664,Netherlands
Utrecht Overvecht,UTO,52.11000061,5.124722004,Netherlands
Utrecht Terwijde,UTT,52.10055542,5.041666508,Netherlands
Utrecht Zuilen,UTZL,52.103055,5.09,Netherlands
Valence TGV,VALTGV,44.9278,4.89321,France
Valkenburg,VK,50.86972046,5.832221985,Netherlands
Varsseveld,VSV,51.937257,6.458839,Netherlands
Veendam,VDM,53.10324,6.88475,Netherlands
Veenendaal Centrum,VNDC,52.02000046,5.548611164,Netherlands
Veenendaal West,VNDW,52.0280571,5.53138876,Netherlands
Veenendaal-De Klomp,KLP,52.04583359,5.573888779,Netherlands
Veenwouden tot 13 dec,VWD,53.2351834,5.9886615,Netherlands
Velp,VP,51.99472046,5.980278015,Netherlands
Venlo,VL,51.36360931,6.172777653,Netherlands
Venray,VRY,51.5265681,6.014177799,Netherlands
Vierlingsbeek,VLB,51.59193,5.99714,Netherlands
Viersen,VIERS,51.25516,6.40388,Germany
Visé,FVS,50.73781,5.69232,Belgium
Vlaardingen Centrum,VDG,51.9030571,4.344166756,Netherlands
Vlaardingen Oost,VDO,51.91027832,4.361666679,Netherlands
Vlaardingen West,VDW,51.90416718,4.313055515,Netherlands
Vleuten,VTN,52.10305405,5.010833263,Netherlands
Vlissingen,VS,51.44583511,3.595277786,Netherlands
Vlissingen Souburg,VSS,51.46472168,3.595277786,Netherlands
Voerendaal,VDL,50.88722229,5.930277824,Netherlands
Voorburg,VB,52.06666565,4.359444618,Netherlands
Voorhout,VH,52.22444534,4.484444618,Netherlands
Voorschoten,VST,52.12527847,4.432499886,Netherlands
Voorst-Empe,VEM,52.15750122,6.143610954,Netherlands
Vorden,VD,52.1071949,6.3170457,Netherlands
Vriezenveen,VZ,52.40203,6.60041,Netherlands
Vroomshoop,VHP,52.4571921,6.5696679,Netherlands
Vught,VG,51.65555573,5.291944504,Netherlands
Waddinxveen,WAD,52.04416656,4.649722099,Netherlands
Waddinxveen Noord,WADN,52.05500031,4.648333549,Netherlands
Warffum,WFM,53.3908431,6.5671364,Netherlands
Warszawa Centralna,WARSZC,52.22886,21.00323,Poland
Warszawa Wschodnia,WARSAW,52.25155,21.05233,Poland
Weener,WR,53.16311,7.3442,Germany
Weert,WT,51.24861145,5.703610897,Netherlands
Weesp,WP,52.31277847,5.043055534,Netherlands
Wehl,WL,51.9578065,6.213844,Netherlands
Westervoort,WTV,51.96286,5.9695,Netherlands
Wezep,WZ,52.45416641,6.002500057,Netherlands
Wien Westbahnhof,WIENW,48.19687,16.33727,Austria
Wierden,WDN,52.36138916,6.591666698,Netherlands
Wijchen,WC,51.8116684,5.73083353,Netherlands
Wijhe,WH,52.39027786,6.140555382,Netherlands
Wildert,GWD,51.4277061,4.4633962,Belgium
Winschoten,WS,53.1392377,7.035101,Netherlands
Winsum,WSM,53.3300994,6.5202905,Netherlands
Winterswijk,WW,51.9677307,6.7155181,Netherlands
Winterswijk West,WWW,51.97453,6.70417,Netherlands
Woerden,WD,52.08499908,4.893610954,Netherlands
Wolfheze,WF,52.0055542,5.79361105,Netherlands
Wolfsburg,HWOB,52.429492,10.788195,Germany
Wolvega,WV,52.88083267,6.003611088,Netherlands
Workum,WK,52.9724864,5.4564285,Netherlands
Wormerveer,WM,52.48916626,4.792222023,Netherlands
Wuppertal Barmen,KWBA,51.267082,7.195929,Germany
Wuppertal Hbf,WUPPH,51.25433,7.14939,Germany
Wuppertal Oberbarmen,KWO,51.273839,7.221483,Germany
Wuppertal-Vohwinkel,WUPPV,51.23351,7.07237,Germany
Wörgl,WORGL,47.49178,12.06059,Austria
Würzburg Hbf,WURZB,49.80179,9.9358,Germany
Zaandam,ZD,52.43888855,4.813611031,Netherlands
Zaandam Kogerveld,ZDK,52.45666504,4.820277691,Netherlands
Zaltbommel,ZBM,51.80888748,5.263333321,Netherlands
Zandvoort aan Zee,ZVT,52.37527847,4.532777786,Netherlands
Zell am See,ZELL,47.32053,12.79658,Austria
Zetten-Andelst,ZA,51.920056,5.7228408,Netherlands
Zevenaar,ZV,51.92305374,6.071944237,Netherlands
Zevenbergen,ZVB,51.64042,4.60904,Netherlands
Zoetermeer,ZTM,52.04750061,4.477222443,Netherlands
Zoetermeer Oost,ZTMO,52.04639053,4.492777824,Netherlands
Zuidbroek,ZB,53.15961228,6.8679142,Netherlands
Zuidhorn,ZH,53.2486292,6.4062361,Netherlands
Zutphen,ZP,52.14527893,6.19416666,Netherlands
Zwaagwesteinde tot 13 dec,ZWW,53.24817,6.03463,Netherlands
Zwijndrecht,ZWD,51.81499863,4.641666889,Netherlands
Zwijndrecht (Belgie),LZD,51.214167,4.33,Belgium
Zwolle,ZL,52.5047226,6.091944218,Netherlands
Zürich HB,ZUE,47.37819,8.5392,Switzerland
Ötztal,OETZ,47.23848,10.85911,Austria
